Keyword Stats 2026-06-18 at 20_22_19
1. Juni 2025 - 31. Mai 2026
Keyword	Currency	Avg. monthly searches	Änderung über drei Monate	Änderung im Jahresvergleich	Competition	Competition (indexed value)	Top of page bid (low range)	Top of page bid (high range)	Ad impression share	Organic impression share	Organic average position	In account?	In plan?	Searches: Jun 2025	Searches: Jul 2025	Searches: Aug 2025	Searches: Sep 2025	Searches: Oct 2025	Searches: Nov 2025	Searches: Dec 2025	Searches: Jan 2026	Searches: Feb 2026	Searches: Mar 2026	Searches: Apr 2026	Searches: May 2026
muss ich den eigenverbrauch bei photovoltaikanlagen versteuern	EUR	50	0%	0%	Niedrig	2																			
muss ich meine photovoltaikanlage beim finanzamt anmelden	EUR	50	0%	0%	Niedrig	5																			
muss ich selbst erzeugten strom versteuern	EUR	50	0%	0%	Niedrig	0																			
muss ich solarstrom versteuern	EUR	50	0%	0%	Niedrig	9																			
muss man für photovoltaik umsatzsteuer zahlen	EUR	50	0%	0%	Niedrig	24	"0,03"	"0,70"																	
muss man selbst erzeugten strom versteuern	EUR	50	0%	0%	Niedrig	5																			
muss man selbst produzierten strom versteuern	EUR	50	0%	0%	Niedrig	0																			
muss man solarstrom versteuern	EUR	50	0%	0%	Niedrig	19																			
muss pv strom versteuert werden	EUR	50	0%	0%	Niedrig	11																			
muss solarstrom versteuert werden	EUR	50	0%	0%	Niedrig	20	"0,12"	"1,03"																	
mwst auf pv	EUR	50	0%	0%	Niedrig	16																			
mwst befreiung pv	EUR	500	0%	900%	Niedrig	9	"0,26"	"2,39"																	
mwst befreiung solaranlage	EUR	50	0%	0%	Niedrig	5																			
mwst eigenverbrauch	EUR	50	-100%	-100%	Unbekannt																				
mwst photovoltaik finanzamt	EUR	50	∞	∞	Niedrig	0																			
mwst photovoltaikanlage zurück wie	EUR	50	0%	0%	Niedrig	0																			
mwst pv	EUR	50	0%	0%	Niedrig	7																			
mwst pv anlage zurück	EUR	50	-100%	-100%	Unbekannt																				
mwst rückerstattung photovoltaik	EUR	50	-100%	-100%	Unbekannt																				
mwst von pv anlage zurück	EUR	50	-100%	-100%	Unbekannt																				
mwst zurück bei photovoltaik	EUR	50	-100%	-100%	Unbekannt																				
mwst zurück photovoltaikanlage	EUR	50	0%	0%	Unbekannt																				
mwst zurück pv anlage	EUR	50	0%	0%	Unbekannt																				
mwst zurückholen pv anlage	EUR	50	0%	0%	Unbekannt																				
myreserve switch box kosten	EUR	50	-100%	0%	Unbekannt																				
mücke steuer pv	EUR	50	0%	0%	Unbekannt																				
müssen einnahmen aus photovoltaik versteuert werden	EUR	50	0%	0%	Niedrig	23	"0,01"	"0,02"																	
nach wie vielen jahren rechnet sich eine solaranlage	EUR	50	0%	0%	Hoch	77	"0,68"	"1,32"																	
nach wieviel jahren rechnet sich eine photovoltaikanlage	EUR	50	0%	0%	Hoch	75	"0,83"	"2,62"																	
nach wieviel jahren rentiert sich eine solaranlage	EUR	50	0%	0%	Mittel	62	"0,70"	"1,31"																	
nachgeführte photovoltaikanlage preis	EUR	50	0%	-100%	Unbekannt																				
nachträgliche erweiterung pv anlage steuer	EUR	50	0%	0%	Niedrig	0																			
netzanschluss pv anlage kosten	EUR	50	0%	0%	Mittel	40	"1,29"	"2,76"																	
netze bw pv	EUR	50	0%	0%	Niedrig	3																			
neue einspeisevergütung 2023	EUR	0	0%	-100%	Unbekannt																				
neue förderprogramme photovoltaik 2022	EUR	0	0%	0%	Unbekannt																				
neue förderung für photovoltaik 2022	EUR	0	0%	0%	Unbekannt																				
neue förderung für pv anlagen	EUR	50	-100%	-100%	Unbekannt																				
neue förderung photovoltaik 2022	EUR	0	0%	0%	Unbekannt																				
neue förderung pv	EUR	50	0%	0%	Niedrig	0																			
neue förderung pv anlagen	EUR	50	0%	0%	Hoch	76	"0,41"	"2,42"																	
neue förderung pv anlagen 2022	EUR	0	0%	0%	Unbekannt																				
neue förderung solar	EUR	50	0%	0%	Hoch	71	"0,79"	"1,77"																	
neue förderungen photovoltaik 2022	EUR	0	0%	0%	Unbekannt																				
neue gasheizung mit solar kosten	EUR	50	0%	-100%	Unbekannt																				
neue kfw förderung photovoltaik	EUR	50	∞	0%	Niedrig	0																			
neue photovoltaik förderung 2022	EUR	0	0%	0%	Unbekannt																				
neue photovoltaikanlage steuer	EUR	50	∞	0%	Hoch	86																			
neue pv anlage steuer	EUR	50	0%	-100%	Unbekannt																				
neue pv förderung 2022	EUR	0	0%	0%	Unbekannt																				
neue regelung pv anlagen steuer	EUR	50	0%	-100%	Unbekannt																				
neue regelung pv anlagen steuer 2023	EUR	0	0%	0%	Unbekannt																				
neue solarförderung 2022	EUR	0	0%	0%	Unbekannt																				
neue steuerliche regelungen photovoltaik	EUR	50	0%	0%	Unbekannt																				
neue steuerregelung photovoltaik	EUR	50	-100%	-100%	Unbekannt																				
neue steuerregelung pv anlage	EUR	50	0%	0%	Unbekannt																				
neue ölheizung mit solar kosten	EUR	50	0%	0%	Unbekannt																				
neuerungen photovoltaik 2023 steuer	EUR	0	0%	0%	Unbekannt																				
neues steuergesetz photovoltaik	EUR	50	0%	0%	Unbekannt																				
neuregelung photovoltaik umsatzsteuer	EUR	50	0%	-100%	Unbekannt																				
neuregelung pv 2023 steuer	EUR	0	0%	0%	Unbekannt																				
neuregelung pv anlagen 2023 steuer	EUR	0	0%	0%	Unbekannt																				
neuregelung steuer photovoltaik	EUR	50	0%	0%	Unbekannt																				
notstrom photovoltaik kosten	EUR	50	0%	0%	Mittel	52																			
notstromaggregat für einfamilienhaus mit pv anlage	EUR	50	∞	∞	Hoch	100																			
notstromversorgung einfamilienhaus photovoltaik	EUR	50	0%	-100%	Unbekannt																				
null prozent umsatzsteuer für photovoltaik anlagen ab 2023	EUR	50	∞	0%	Niedrig	0																			
null steuer pv anlage	EUR	50	0%	-100%	Unbekannt																				
null umsatzsteuer photovoltaik	EUR	50	0%	0%	Unbekannt																				
null umsatzsteuer pv anlage	EUR	50	0%	0%	Mittel	43																			
nutzen solaranlage	EUR	50	0%	0%	Hoch	71																			
nutzen solarthermie	EUR	50	0%	0%	Mittel	36	"0,03"	"0,53"																	
paradigma solar kosten	EUR	50	-100%	0%	Unbekannt																				
paradigma solarthermie kosten	EUR	50	∞	∞	Niedrig	7																			
paulchens excel tool pv steuer	EUR	50	0%	0%	Unbekannt																				
pellet solar kombination kosten	EUR	50	0%	-100%	Unbekannt																				
ph anlage förderung	EUR	0	0%	0%	Unbekannt																				
photovoltaik & batteriespeicher planung technik kosten förderung	EUR	50	0%	0%	Hoch	86																			
photovoltaik 0 steuer	EUR	50	∞	0%	Niedrig	14																			
photovoltaik 0 umsatzsteuer	EUR	50	0%	0%	Niedrig	0																			
photovoltaik 1 kwp kosten	EUR	50	∞	0%	Niedrig	0																			
photovoltaik 1 kwp preis	EUR	50	0%	0%	Hoch	79	"0,95"	"4,43"																	
photovoltaik 10 kw liebhaberei	EUR	0	0%	0%	Unbekannt																				
photovoltaik 10 kwp einkommensteuer	EUR	50	0%	0%	Unbekannt																				
photovoltaik 10 kwp finanzamt	EUR	50	0%	0%	Unbekannt																				
photovoltaik 10 kwp förderung	EUR	50	-100%	-100%	Unbekannt																				
photovoltaik 10 kwp grenze steuer	EUR	50	0%	∞	Mittel	43																			
photovoltaik 10 kwp liebhaberei	EUR	50	0%	0%	Unbekannt																				
photovoltaik 10 kwp steuer	EUR	50	0%	-100%	Unbekannt																				
photovoltaik 10 kwp steuerfrei	EUR	50	0%	0%	Niedrig	0																			
photovoltaik 1000 kwh kosten	EUR	50	∞	0%	Hoch	86																			
photovoltaik 12 kwp steuer	EUR	50	0%	-100%	Unbekannt																				
photovoltaik 15 kw kosten	EUR	50	0%	0%	Hoch	81	"1,42"	"2,38"																	
photovoltaik 15 kwp steuer	EUR	50	∞	∞	Hoch	71																			
photovoltaik 1kw kosten	EUR	50	0%	0%	Hoch	100																			
photovoltaik 2 kwp preis	EUR	50	0%	-100%	Unbekannt																				
photovoltaik 2020 steuer	EUR	50	0%	0%	Unbekannt																				
photovoltaik 2021 steuer	EUR	50	0%	0%	Unbekannt																				
photovoltaik 2022 kosten	EUR	0	0%	0%	Unbekannt																				
photovoltaik 2022 lohnt sich	EUR	0	0%	0%	Unbekannt																				
photovoltaik 2022 steuer	EUR	50	0%	0%	Unbekannt																				
photovoltaik 2023 einkommensteuer	EUR	50	-100%	-100%	Unbekannt																				
photovoltaik 2023 finanzamt	EUR	50	0%	0%	Unbekannt																				
photovoltaik 2023 haufe	EUR	50	0%	0%	Unbekannt																				
photovoltaik 2023 kleinunternehmer	EUR	50	0%	-100%	Unbekannt																				
photovoltaik 2023 liebhaberei	EUR	50	0%	0%	Unbekannt																				
photovoltaik 2023 steuern	EUR	50	0%	-100%	Unbekannt																				
photovoltaik 3 kwp mit speicher kosten	EUR	50	0%	0%	Hoch	99	"1,37"	"3,53"																	
photovoltaik 3 kwp preis	EUR	50	0%	-100%	Unbekannt																				
photovoltaik 30 kw steuerfrei	EUR	50	0%	0%	Unbekannt																				
photovoltaik 30 kwp grenze einkommensteuer	EUR	50	0%	0%	Niedrig	0																			
photovoltaik 30 kwp grenze liebhaberei	EUR	50	-100%	-100%	Unbekannt																				
photovoltaik 30 kwp liebhaberei	EUR	0	0%	0%	Unbekannt																				
photovoltaik 30 kwp steuer	EUR	50	0%	-100%	Unbekannt																				
photovoltaik 30 kwp steuerfrei	EUR	50	-100%	-100%	Unbekannt																				
photovoltaik 35c estg	EUR	50	0%	0%	Niedrig	13																			
photovoltaik 3kw preis	EUR	50	0%	0%	Unbekannt																				
photovoltaik 4 kwp preis	EUR	50	0%	-100%	Unbekannt																				
photovoltaik 5 kw preis	EUR	50	0%	0%	Hoch	100																			
photovoltaik 5 kwp förderung	EUR	50	0%	0%	Unbekannt																				
photovoltaik 5kwp kosten	EUR	50	0%	0%	Hoch	77	"1,85"	"3,78"																	
photovoltaik 6 kwp preis	EUR	50	∞	∞	Hoch	71																			
photovoltaik 70 prozent regelung steuererklärung	EUR	0	0%	-100%	Unbekannt																				
photovoltaik 70 regelung eigenverbrauch steuer	EUR	0	0%	0%	Unbekannt																				
photovoltaik 9 5 kwp preis	EUR	50	0%	0%	Unbekannt																				
photovoltaik 9 9 kw preis	EUR	50	0%	0%	Unbekannt																				
photovoltaik ab 01.01 2023	EUR	50	0%	0%	Unbekannt																				
photovoltaik ab 10 kwp steuer	EUR	50	0%	0%	Niedrig	0																			
photovoltaik ab 2023 ohne umsatzsteuer	EUR	0	0%	0%	Unbekannt																				
photovoltaik ab 2023 steuer	EUR	50	0%	-100%	Unbekannt																				
photovoltaik ab 2023 umsatzsteuer	EUR	50	0%	∞	Niedrig	14																			
photovoltaik ab wann lohnt sich eigenverbrauch	EUR	50	0%	0%	Unbekannt																				
photovoltaik ab wann steuerpflichtig	EUR	50	0%	0%	Niedrig	2																			
photovoltaik abrechnung finanzamt	EUR	50	0%	0%	Niedrig	4																			
photovoltaik abschreibungen	EUR	50	0%	-90%	Mittel	39	"0,19"	"2,30"																	
photovoltaik abschreibungsmöglichkeiten	EUR	50	0%	0%	Niedrig	30	"0,28"	"1,17"																	
photovoltaik absetzbare kosten	EUR	50	0%	0%	Mittel	52																			
photovoltaik absetzen	EUR	50	0%	0%	Niedrig	23																			
photovoltaik absetzen 2023	EUR	50	∞	0%	Niedrig	29																			
photovoltaik akku förderung	EUR	50	0%	0%	Hoch	86																			
photovoltaik akku preis	EUR	50	0%	0%	Hoch	100	"0,59"	"1,82"																	
photovoltaik akku speicher preis	EUR	50	∞	∞	Hoch	100																			
photovoltaik als kleinunternehmer	EUR	50	0%	0%	Mittel	48																			
photovoltaik als liebhaberei	EUR	50	0%	0%	Mittel	43																			
photovoltaik anlage 2023 steuerfrei	EUR	50	∞	0%	Niedrig	0																			
photovoltaik anlage befreiung umsatzsteuer	EUR	50	0%	0%	Niedrig	14																			
photovoltaik anlage eür	EUR	50	0%	-100%	Unbekannt																				
photovoltaik anlage eür ausfüllen	EUR	50	-100%	0%	Unbekannt																				
photovoltaik anlage förderung 2022	EUR	50	-100%	-100%	Unbekannt																				
photovoltaik anlage für warmwasser	EUR	50	0%	0%	Hoch	100	"0,45"	"2,01"																	
photovoltaik anlage kosten pro qm	EUR	50	0%	0%	Hoch	83	"1,55"	"3,42"																	
photovoltaik anlage steuerfrei	EUR	500	0%	0%	Mittel	39	"0,65"	"2,25"																	
photovoltaik anlage umsatzsteuer 2023	EUR	50	0%	0%	Niedrig	7																			
photovoltaik anlagekosten	EUR	50	0%	0%	Unbekannt																				
photovoltaik anlagen steuerfrei	EUR	50	0%	0%	Niedrig	19																			
photovoltaik anmelden finanzamt	EUR	50	0%	0%	Niedrig	26	"0,10"	"1,05"																	
photovoltaik anmelden kosten	EUR	50	0%	0%	Mittel	61	"0,52"	"1,50"																	
photovoltaik anmeldung beim finanzamt	EUR	50	∞	∞	Niedrig	0																			
photovoltaik anschaffungskosten steuer	EUR	50	0%	∞	Niedrig	22																			
photovoltaik antrag auf liebhaberei	EUR	50	0%	-100%	Unbekannt																				
photovoltaik antrag finanzamt	EUR	50	0%	-100%	Unbekannt																				
photovoltaik antrag förderung	EUR	50	0%	0%	Niedrig	0																			
photovoltaik antrag liebhaberei	EUR	50	0%	0%	Unbekannt																				
photovoltaik auf eigenverbrauch umstellen kosten	EUR	50	0%	0%	Hoch	76	"0,69"	"2,98"																	
photovoltaik auf mietshaus steuer	EUR	50	0%	0%	Mittel	43																			
photovoltaik aufständerung flachdach kosten	EUR	50	0%	0%	Unbekannt																				
photovoltaik autark einfamilienhaus	EUR	50	-100%	-100%	Unbekannt																				
photovoltaik bald steuerfrei	EUR	50	0%	0%	Unbekannt																				
photovoltaik balkonanlage förderung	EUR	50	∞	∞	Mittel	57																			
photovoltaik batterie einfamilienhaus	EUR	50	-100%	0%	Unbekannt																				
photovoltaik batterie förderung	EUR	50	0%	0%	Mittel	57																			
photovoltaik batteriespeicher förderung	EUR	50	0%	0%	Mittel	34																			
photovoltaik batteriespeicher preis	EUR	50	0%	0%	Hoch	100	"0,99"	"2,66"																	
photovoltaik batteriespeicher steuer	EUR	50	0%	-100%	Unbekannt																				
photovoltaik bayerisches landesamt für steuern	EUR	50	-100%	-100%	Unbekannt																				
photovoltaik befreiung einkommensteuer	EUR	50	0%	0%	Niedrig	0																			
photovoltaik befreiung umsatzsteuer	EUR	50	0%	0%	Niedrig	0																			
photovoltaik beg förderung	EUR	50	∞	∞	Hoch	86																			
photovoltaik bei finanzamt anmelden	EUR	50	-100%	-100%	Unbekannt																				
photovoltaik beim finanzamt anmelden elster	EUR	50	0%	0%	Unbekannt																				
photovoltaik beim finanzamt melden	EUR	50	-100%	-100%	Unbekannt																				
photovoltaik berechnung eigenverbrauch steuer	EUR	50	0%	-100%	Unbekannt																				
photovoltaik besteuerung	EUR	50	0%	0%	Niedrig	18	"0,01"	"1,18"																	
photovoltaik besteuerung 2022	EUR	50	0%	-100%	Unbekannt																				
photovoltaik besteuerung 2023	EUR	50	∞	0%	Niedrig	0																			
photovoltaik besteuerung eigenverbrauch	EUR	50	-100%	0%	Unbekannt																				
photovoltaik besteuerung kleinunternehmer	EUR	50	-100%	-100%	Unbekannt																				
photovoltaik bis 10 kwp steuer	EUR	0	0%	0%	Unbekannt																				
photovoltaik bis 30 kw steuerfrei	EUR	50	∞	0%	Niedrig	5																			
photovoltaik bis 30 kwp steuer 2022	EUR	0	0%	-100%	Unbekannt																				
photovoltaik bis 30 kwp steuerfrei	EUR	50	0%	0%	Niedrig	9																			
photovoltaik blitzschutz kosten	EUR	50	0%	∞	Niedrig	29																			
photovoltaik brennstoffzellen hybridsystem kosten	EUR	0	0%	0%	Unbekannt																				
photovoltaik bundesförderung	EUR	50	-100%	-100%	Unbekannt																				
photovoltaik cloud steuer	EUR	50	0%	-100%	Unbekannt																				
photovoltaik cloud umsatzsteuer	EUR	50	0%	-100%	Unbekannt																				
photovoltaik dacheindeckung kosten	EUR	50	0%	0%	Hoch	86																			
photovoltaik dachsanierung vorsteuer	EUR	0	0%	0%	Unbekannt																				
photovoltaik eeg vergütung	EUR	50	0%	0%	Niedrig	15																			
photovoltaik eigenen strom versteuern	EUR	50	-100%	0%	Unbekannt																				
photovoltaik eigennutzung steuer	EUR	50	-100%	-100%	Unbekannt																				
photovoltaik eigentümergemeinschaft steuer	EUR	50	0%	0%	Niedrig	29																			
photovoltaik eigenverbrauch 2011 steuerliche behandlung	EUR	50	0%	-100%	Unbekannt																				
photovoltaik eigenverbrauch berechnen steuer	EUR	50	0%	0%	Unbekannt																				
photovoltaik eigenverbrauch einkommensteuer	EUR	50	0%	0%	Niedrig	29																			
photovoltaik eigenverbrauch finanzamt	EUR	50	∞	0%	Niedrig	0																			
photovoltaik eigenverbrauch liebhaberei	EUR	0	0%	0%	Unbekannt																				
photovoltaik eigenverbrauch lohnt sich	EUR	50	-100%	-100%	Unbekannt																				
photovoltaik eigenverbrauch mit speicher erhöhen lohnt sich das	EUR	50	0%	-100%	Unbekannt																				
photovoltaik eigenverbrauch ohne netzeinspeisung kosten	EUR	50	-100%	-100%	Unbekannt																				
photovoltaik eigenverbrauch preis	EUR	50	0%	-100%	Unbekannt																				
photovoltaik eigenverbrauch rechner steuer	EUR	0	0%	0%	Unbekannt																				
photovoltaik eigenverbrauch steuer 2021	EUR	50	0%	0%	Unbekannt																				
photovoltaik eigenverbrauch steuer 2023	EUR	0	0%	0%	Unbekannt																				
photovoltaik eigenverbrauch steuer berechnen	EUR	50	0%	-100%	Unbekannt																				
photovoltaik eigenverbrauch steuer kleinunternehmer	EUR	50	0%	-100%	Unbekannt																				
photovoltaik eigenverbrauch steuererklärung	EUR	50	0%	0%	Niedrig	0																			
photovoltaik eigenverbrauch steuerliche behandlung	EUR	50	0%	0%	Unbekannt																				
photovoltaik eigenverbrauch umsatzsteuer	EUR	50	0%	0%	Niedrig	12	"0,01"	"0,19"																	
photovoltaik eigenverbrauch umsatzsteuer 2020	EUR	50	0%	-100%	Unbekannt																				
photovoltaik eigenverbrauch umsatzsteuer 2021	EUR	50	0%	-100%	Unbekannt																				
photovoltaik eigenverbrauch umsatzsteuer 2022	EUR	50	0%	0%	Unbekannt																				
photovoltaik eigenverbrauch umsatzsteuer einkommensteuer	EUR	0	0%	0%	Unbekannt																				
photovoltaik eigenverbrauch umsatzsteuer richtig berechnen	EUR	0	0%	-100%	Unbekannt																				
photovoltaik eigenverbrauch umsatzsteuer voranmeldung	EUR	50	0%	0%	Unbekannt																				
photovoltaik eigenverbrauch und steuern	EUR	0	0%	0%	Unbekannt																				
photovoltaik eigenverbrauch versteuern	EUR	50	0%	0%	Mittel	36																			
photovoltaik einfamilienhaus eigenverbrauch	EUR	50	0%	-100%	Unbekannt																				
photovoltaik einfamilienhaus größe	EUR	50	-100%	-100%	Unbekannt																				
photovoltaik einfamilienhaus kwh	EUR	50	-100%	0%	Unbekannt																				
photovoltaik einfamilienhaus kwp	EUR	50	0%	0%	Mittel	61	"1,01"	"2,68"																	
photovoltaik einfamilienhaus leistung	EUR	50	-100%	-100%	Unbekannt																				
photovoltaik einfamilienhaus sinnvoll	EUR	50	∞	0%	Mittel	43																			
photovoltaik einkommensteuer 10 kwp	EUR	0	0%	0%	Unbekannt																				
photovoltaik einkommensteuer 2021	EUR	50	0%	0%	Unbekannt																				
photovoltaik einkommensteuer 2022	EUR	50	0%	0%	Niedrig	0																			
photovoltaik einkommensteuer 2023	EUR	50	0%	0%	Niedrig	0																			
photovoltaik einkommensteuer 30 kwp	EUR	50	-100%	-100%	Unbekannt																				
