Keyword Stats 2026-06-18 at 15_27_27
1. Juni 2025 - 31. Mai 2026
Keyword	Currency	Avg. monthly searches	Änderung über drei Monate	Änderung im Jahresvergleich	Competition	Competition (indexed value)	Top of page bid (low range)	Top of page bid (high range)	Ad impression share	Organic impression share	Organic average position	In account?	In plan?	Searches: Jun 2025	Searches: Jul 2025	Searches: Aug 2025	Searches: Sep 2025	Searches: Oct 2025	Searches: Nov 2025	Searches: Dec 2025	Searches: Jan 2026	Searches: Feb 2026	Searches: Mar 2026	Searches: Apr 2026	Searches: May 2026
durchschnittlicher stromverbrauch haushalt mit wärmepumpe	EUR	50	0%	0%	Niedrig	0																			
durchschnittlicher stromverbrauch luft wasser wärmepumpe	EUR	50	0%	0%	Unbekannt																				
durchschnittlicher stromverbrauch luft wärmepumpe	EUR	50	0%	0%	Hoch	71																			
durchschnittlicher stromverbrauch luftwärmepumpe einfamilienhaus	EUR	50	0%	∞	Niedrig	29																			
durchschnittlicher stromverbrauch mit wärmepumpe	EUR	50	0%	0%	Niedrig	26	"0,17"	"0,85"																	
durchschnittlicher stromverbrauch von wärmepumpen	EUR	50	0%	0%	Hoch	79	"0,34"	"1,24"																	
durchschnittlicher stromverbrauch wärmepumpe im jahr	EUR	50	0%	0%	Hoch	86																			
durchschnittlicher stromverbrauch wärmepumpe pro jahr	EUR	50	0%	0%	Mittel	57	"0,34"	"1,55"																	
durchschnittlicher verbrauch luft wasser wärmepumpe	EUR	50	0%	0%	Niedrig	29																			
durchschnittlicher verbrauch luftwärmepumpe	EUR	50	0%	0%	Hoch	86																			
durchschnittlicher verbrauch wärmepumpe pro jahr	EUR	50	0%	0%	Mittel	57	"0,24"	"1,34"																	
durchschnittsverbrauch luft wasser wärmepumpe	EUR	50	0%	0%	Niedrig	29																			
durchschnittsverbrauch luft wärmepumpe	EUR	50	0%	0%	Hoch	76	"0,27"	"1,95"																	
durchschnittsverbrauch strom wärmepumpe	EUR	50	0%	0%	Hoch	83	"0,36"	"1,52"																	
durchschnittsverbrauch wärmepumpe einfamilienhaus	EUR	50	0%	0%	Mittel	56	"0,24"	"1,13"																	
durchschnittsverbrauch wärmepumpe im jahr	EUR	50	0%	0%	Mittel	53	"0,23"	"1,36"																	
durchschnittsverbrauch wärmepumpe kwh	EUR	50	0%	0%	Niedrig	29																			
ecodan wärmepumpe altbau	EUR	50	∞	∞	Hoch	86																			
efh wärmepumpe stromverbrauch	EUR	50	0%	0%	Hoch	79	"0,32"	"1,26"																	
eignet sich eine wärmepumpe im altbau	EUR	50	0%	0%	Hoch	83	"1,17"	"2,97"																	
einbau gasheizung altbau	EUR	50	-100%	-100%	Unbekannt																				
einbau gasheizung förderung	EUR	50	-100%	0%	Unbekannt																				
einfamilienhaus luftwärmepumpe stromverbrauch	EUR	50	0%	0%	Mittel	43																			
einfamilienhaus mit wärmepumpe	EUR	50	0%	0%	Niedrig	0																			
einfamilienhaus mit wärmepumpe stromverbrauch	EUR	50	0%	0%	Niedrig	32	"0,39"	"1,60"																	
einfamilienhaus stromverbrauch mit wärmepumpe	EUR	50	0%	0%	Mittel	43	"0,29"	"2,87"																	
einfamilienhaus stromverbrauch wärmepumpe	EUR	50	0%	0%	Hoch	71																			
einfamilienhaus wärmepumpe stromverbrauch	EUR	50	0%	0%	Mittel	63	"0,76"	"2,21"																	
einsatz von wärmepumpen im altbau	EUR	50	∞	0%	Hoch	86																			
eisspeicher altbau	EUR	50	-100%	0%	Unbekannt																				
eisspeicher wärmepumpe altbau	EUR	50	-100%	-100%	Unbekannt																				
eisspeicher wärmepumpe kosten	EUR	50	0%	0%	Hoch	76	"0,73"	"2,49"																	
elco aerotop split stromverbrauch	EUR	50	0%	0%	Niedrig	14																			
elektrische leistung wärmepumpe einfamilienhaus	EUR	50	0%	0%	Mittel	61	"0,42"	"1,63"																	
elektrische leistungsaufnahme wärmepumpe	EUR	50	0%	0%	Niedrig	32	"0,30"	"0,99"																	
elektroanschluss wärmepumpe kosten	EUR	50	0%	0%	Mittel	48	"0,94"	"1,86"																	
elektronische antragsformular bafa wärmepumpe	EUR	50	0%	0%	Unbekannt																				
elektronisches antragsformular bafa wärmepumpe	EUR	50	0%	0%	Unbekannt																				
ende förderung wärmepumpe	EUR	50	0%	0%	Mittel	62	"0,76"	"2,30"																	
energie ag förderung wärmepumpe	EUR	50	0%	0%	Unbekannt																				
energie ag wärmepumpenförderung	EUR	0	0%	0%	Unbekannt																				
energiebedarf einfamilienhaus wärmepumpe	EUR	50	0%	0%	Hoch	86																			
energiebedarf warmwasser wärmepumpe	EUR	50	0%	0%	Niedrig	0																			
energieberater wärmepumpe förderung	EUR	50	-90%	0%	Hoch	75	"1,28"	"5,11"																	
energiekosten erdwärme	EUR	50	-100%	-100%	Unbekannt																				
energiekosten luft wasser wärmepumpe	EUR	50	0%	0%	Hoch	86																			
energiekosten luftwärmepumpe	EUR	50	0%	0%	Hoch	86																			
energiekosten wärmepumpe einfamilienhaus	EUR	50	0%	0%	Mittel	61	"0,80"	"2,27"																	
energieverbrauch erdwärmepumpe	EUR	500	0%	0%	Mittel	65	"0,38"	"1,53"																	
energieverbrauch luft luft wärmepumpe	EUR	50	0%	∞	Mittel	62	"0,25"	"0,96"																	
energieverbrauch luft wasser wärmepumpe	EUR	50	-100%	-100%	Unbekannt																				
energieverbrauch warmwasser wärmepumpe	EUR	50	0%	0%	Mittel	57	"0,20"	"1,17"																	
energieverbrauch wärmepumpe berechnen	EUR	50	0%	0%	Hoch	86																			
energieverbrauch wärmepumpe jahr	EUR	50	0%	0%	Hoch	71																			
entega förderung	EUR	50	0%	0%	Niedrig	14																			
eon förderung wärmepumpe	EUR	50	0%	0%	Hoch	86																			
eon strom luftwärmepumpe	EUR	50	0%	-100%	Unbekannt																				
eon wärmepumpenstrom kosten	EUR	50	0%	0%	Niedrig	29																			
erd wasser wärmepumpe kosten	EUR	50	0%	0%	Hoch	86	"1,12"	"2,89"																	
erdgas wärmepumpe kosten	EUR	50	0%	0%	Hoch	86																			
erdsonde kosten pro meter	EUR	50	0%	0%	Mittel	64																			
erdsonde wärmepumpe altbau	EUR	50	-100%	-100%	Unbekannt																				
erdsonde wärmepumpe förderung	EUR	50	0%	0%	Hoch	86	"0,64"	"3,30"																	
erdwärme altbau erfahrungen	EUR	50	0%	0%	Mittel	61	"1,14"	"3,08"																	
erdwärme altbau sinnvoll	EUR	50	0%	0%	Mittel	38																			
erdwärme anlage kosten	EUR	50	0%	0%	Hoch	86																			
erdwärme anschaffungskosten	EUR	50	0%	0%	Hoch	86																			
erdwärme bei altbau	EUR	50	0%	0%	Hoch	81	"0,64"	"2,10"																	
erdwärme betriebskosten	EUR	50	0%	0%	Niedrig	21																			
erdwärme bohrung preis	EUR	50	0%	0%	Hoch	77	"0,58"	"2,03"																	
erdwärme bohrung tiefe kosten	EUR	50	0%	-100%	Unbekannt																				
erdwärme einbaukosten	EUR	50	0%	0%	Unbekannt																				
erdwärme einfamilienhaus kosten	EUR	50	0%	0%	Hoch	86	"0,67"	"2,36"																	
erdwärme flächenkollektoren kosten	EUR	50	0%	0%	Mittel	50	"0,73"	"2,83"																	
erdwärme flächenkollektoren preis	EUR	50	0%	∞	Niedrig	25																			
erdwärme fördermittel	EUR	50	0%	0%	Niedrig	0																			
erdwärme förderung bafa	EUR	50	0%	0%	Niedrig	7																			
erdwärme förderung beantragen	EUR	50	0%	∞	Hoch	86																			
erdwärme förderung kfw	EUR	50	-100%	-100%	Unbekannt																				
erdwärme förderung neubau	EUR	50	0%	0%	Mittel	65	"0,50"	"1,75"																	
erdwärme für einfamilienhaus kosten	EUR	50	0%	0%	Hoch	86	"0,67"	"2,36"																	
erdwärme für heizung und warmwasser	EUR	50	0%	0%	Hoch	86																			
erdwärme gas hybrid	EUR	50	0%	0%	Mittel	43																			
erdwärme gasheizung vergleich	EUR	50	0%	0%	Hoch	86																			
erdwärme gesamtkosten	EUR	50	0%	0%	Mittel	43																			
erdwärme grabenkollektor kosten	EUR	50	0%	0%	Niedrig	0																			
erdwärme haus kosten	EUR	50	0%	0%	Hoch	86																			
erdwärme heizen kosten	EUR	50	0%	0%	Hoch	69	"1,02"	"8,99"																	
erdwärme heizkosten	EUR	50	0%	0%	Mittel	57	"0,52"	"2,35"																	
erdwärme heizkosten pro jahr	EUR	50	0%	0%	Unbekannt																				
erdwärme heizkörper altbau	EUR	50	0%	0%	Mittel	66	"0,84"	"2,00"																	
erdwärme heizung preis	EUR	50	0%	0%	Hoch	85	"0,77"	"2,52"																	
erdwärme heizung warmwasser	EUR	50	0%	0%	Niedrig	0																			
erdwärme heizungsanlage kosten	EUR	50	-100%	-100%	Unbekannt																				
erdwärme in altbau	EUR	50	-100%	0%	Unbekannt																				
erdwärme installationskosten	EUR	50	0%	0%	Unbekannt																				
erdwärme investitionskosten	EUR	0	0%	-100%	Unbekannt																				
erdwärme kfw förderung	EUR	50	0%	0%	Hoch	80	"0,33"	"2,50"																	
erdwärme komplettpreis	EUR	50	0%	0%	Unbekannt																				
erdwärme kosten anschaffung	EUR	50	-100%	-100%	Unbekannt																				
erdwärme kosten einfamilienhaus	EUR	50	0%	0%	Hoch	86	"0,67"	"2,36"																	
erdwärme kosten für mieter	EUR	50	0%	0%	Niedrig	29																			
erdwärme kosten im jahr	EUR	50	-100%	-100%	Unbekannt																				
erdwärme kosten komplett	EUR	50	0%	0%	Hoch	72	"0,87"	"2,80"																	
erdwärme kosten mehrfamilienhaus	EUR	50	0%	0%	Hoch	86																			
erdwärme kosten mieter	EUR	50	0%	0%	Niedrig	29																			
erdwärme kosten monatlich	EUR	50	0%	0%	Mittel	43																			
erdwärme kosten pro jahr	EUR	50	0%	0%	Niedrig	0																			
erdwärme kosten pro kwh	EUR	50	0%	0%	Mittel	60	"0,89"	"2,05"																	
erdwärme kosten pro monat	EUR	50	0%	0%	Hoch	71	"0,53"	"2,22"																	
erdwärme kosten strom	EUR	50	-100%	-100%	Unbekannt																				
erdwärme kosten vergleich	EUR	50	0%	∞	Hoch	86																			
erdwärme kw pro meter	EUR	50	0%	0%	Niedrig	0																			
erdwärme kwh pro jahr	EUR	50	0%	0%	Niedrig	7																			
erdwärme laufende kosten	EUR	50	0%	0%	Hoch	71	"0,51"	"2,80"																	
erdwärme luftwärme kosten	EUR	50	0%	∞	Hoch	86	"1,87"	"3,80"																	
erdwärme mehrfamilienhaus kosten	EUR	50	0%	0%	Hoch	86																			
erdwärme mit flächenkollektoren kosten	EUR	50	0%	0%	Unbekannt																				
erdwärme monatliche kosten	EUR	50	0%	0%	Hoch	71																			
erdwärme nachrüsten förderung	EUR	50	0%	0%	Unbekannt																				
erdwärme nachträglich einbauen kosten	EUR	50	0%	0%	Hoch	86																			
erdwärme nutzen kosten	EUR	50	0%	0%	Hoch	86																			
erdwärme oder gas	EUR	50	0%	0%	Mittel	38	"0,94"	"7,35"																	
erdwärme oder gasheizung	EUR	50	-100%	-100%	Unbekannt																				
erdwärme preis	EUR	50	0%	0%	Mittel	39																			
erdwärme staatliche förderung	EUR	50	0%	0%	Mittel	57																			
erdwärme statt gas	EUR	50	-100%	0%	Unbekannt																				
erdwärme stromkosten	EUR	50	0%	0%	Mittel	64	"0,66"	"3,24"																	
erdwärme stromverbrauch	EUR	50	0%	0%	Mittel	51	"0,66"	"1,58"																	
erdwärme stromverbrauch pro jahr	EUR	50	0%	0%	Mittel	64	"0,49"	"1,55"																	
erdwärme tiefenbohrung stromverbrauch	EUR	50	0%	0%	Unbekannt																				
erdwärme umrüsten kosten	EUR	50	0%	0%	Hoch	86																			
erdwärme vs gasheizung	EUR	50	0%	-100%	Unbekannt																				
erdwärme warmwasser	EUR	50	0%	0%	Niedrig	0																			
erdwärme warmwasser kosten	EUR	50	∞	0%	Mittel	43																			
erdwärme was kostet das	EUR	50	0%	0%	Hoch	74	"0,78"	"2,82"																	
erdwärme wärmepumpe stromverbrauch	EUR	50	0%	0%	Hoch	71																			
erdwärmeanlage kosten	EUR	50	0%	0%	Hoch	86	"0,82"	"4,62"																	
erdwärmebohrung altbau	EUR	50	∞	∞	Niedrig	0																			
erdwärmebohrung förderung	EUR	50	-90%	0%	Mittel	65	"0,84"	"2,62"																	
erdwärmebohrung preis pro meter	EUR	50	0%	0%	Hoch	86																			
erdwärmeheizung anschaffungskosten	EUR	50	-100%	-100%	Unbekannt																				
erdwärmeheizung betriebskosten	EUR	50	∞	∞	Hoch	79																			
erdwärmeheizung bohrung	EUR	50	-100%	-100%	Unbekannt																				
erdwärmeheizung einfamilienhaus	EUR	50	0%	∞	Niedrig	0																			
erdwärmeheizung einfamilienhaus kosten	EUR	50	0%	0%	Hoch	79	"0,71"	"3,22"																	
erdwärmeheizung förderung 2021	EUR	0	0%	0%	Unbekannt																				
erdwärmeheizung förderung 2022	EUR	50	0%	0%	Unbekannt																				
erdwärmeheizung gesamtkosten	EUR	50	0%	0%	Unbekannt																				
erdwärmeheizung kosten anschaffung	EUR	50	0%	-100%	Unbekannt																				
erdwärmeheizung laufende kosten	EUR	50	0%	0%	Unbekannt																				
erdwärmeheizung monatliche kosten	EUR	50	0%	0%	Unbekannt																				
erdwärmeheizung stromkosten	EUR	50	-100%	-100%	Unbekannt																				
erdwärmeheizung stromverbrauch	EUR	50	0%	0%	Mittel	43																			
erdwärmeheizung zuschuss	EUR	50	0%	0%	Unbekannt																				
erdwärmekollektoren kosten pro qm	EUR	50	0%	0%	Niedrig	10																			
erdwärmekörbe altbau	EUR	50	0%	-100%	Unbekannt																				
erdwärmekörbe preis	EUR	50	0%	0%	Niedrig	24	"0,70"	"1,53"																	
erdwärmepumpe altbau erfahrungen	EUR	50	0%	0%	Mittel	60	"0,63"	"3,08"																	
erdwärmepumpe altbau nachrüsten	EUR	50	0%	-100%	Unbekannt																				
erdwärmepumpe anschaffungskosten	EUR	500	0%	0%	Hoch	81	"1,36"	"3,64"																	
erdwärmepumpe bei altbau	EUR	500	-90%	-90%	Hoch	81	"0,86"	"3,29"																	
erdwärmepumpe betriebskosten	EUR	500	0%	0%	Hoch	70	"0,62"	"2,27"																	
erdwärmepumpe einfamilienhaus	EUR	5000	-90%	0%	Hoch	100	"1,91"	"6,43"																	
erdwärmepumpe einfamilienhaus kosten	EUR	500	0%	0%	Hoch	85	"1,58"	"4,94"																	
erdwärmepumpe energieverbrauch	EUR	50	0%	0%	Mittel	37																			
erdwärmepumpe flächenkollektor kosten	EUR	50	0%	0%	Hoch	86	"0,82"	"2,41"																	
erdwärmepumpe förderung kfw	EUR	500	0%	0%	Hoch	67	"0,32"	"3,09"																	
erdwärmepumpe förderung neubau	EUR	500	0%	0%	Hoch	74	"0,69"	"2,12"																	
erdwärmepumpe für einfamilienhaus	EUR	50	0%	0%	Hoch	82	"0,86"	"2,91"																	
erdwärmepumpe für heizung und warmwasser	EUR	5000	-90%	0%	Hoch	100	"1,31"	"4,73"																	
erdwärmepumpe gasheizung vergleich	EUR	50	0%	0%	Unbekannt																				
erdwärmepumpe gesamtkosten	EUR	50	-90%	0%	Hoch	76	"1,69"	"4,85"																	
erdwärmepumpe heizung	EUR	500	0%	0%	Hoch	98	"1,29"	"3,62"																	
erdwärmepumpe kollektoren kosten	EUR	50	0%	0%	Mittel	57																			
erdwärmepumpe kosten altbau	EUR	500	-90%	0%	Hoch	85	"1,11"	"3,53"																	
erdwärmepumpe kosten anschaffung	EUR	50	0%	0%	Hoch	72	"1,38"	"3,85"																	
erdwärmepumpe kosten einfamilienhaus	EUR	50	0%	0%	Hoch	84	"0,88"	"2,38"																	
erdwärmepumpe kosten mehrfamilienhaus	EUR	50	0%	0%	Mittel	52																			
erdwärmepumpe kosten pro jahr	EUR	50	-90%	0%	Mittel	65	"0,82"	"2,73"																	
erdwärmepumpe kosten strom	EUR	500	0%	0%	Hoch	71	"0,53"	"2,38"																	
erdwärmepumpe kwh pro jahr	EUR	50	0%	0%	Hoch	71																			
erdwärmepumpe laufende kosten	EUR	500	0%	0%	Hoch	72	"0,87"	"2,70"																	
erdwärmepumpe luftwärmepumpe kosten	EUR	50	0%	0%	Hoch	86																			
erdwärmepumpe mehrfamilienhaus kosten	EUR	500	0%	0%	Hoch	80	"1,41"	"5,32"																	
erdwärmepumpe mit photovoltaik kosten	EUR	50	0%	0%	Hoch	86																			
erdwärmepumpe mit tiefenbohrung kosten	EUR	50	0%	0%	Hoch	82	"1,81"	"6,13"																	
erdwärmepumpe monatliche kosten	EUR	50	0%	0%	Mittel	62																			
erdwärmepumpe nachrüsten altbau	EUR	50	0%	0%	Unbekannt																				
erdwärmepumpe sole wasser kosten	EUR	500	0%	0%	Hoch	100	"1,04"	"3,12"																	
erdwärmepumpe sonde kosten	EUR	50	0%	0%	Hoch	77	"0,92"	"2,72"																	
erdwärmepumpe stromkosten	EUR	5000	0%	0%	Hoch	70	"0,54"	"1,81"																	
erdwärmepumpe stromkosten jahr	EUR	50	0%	0%	Unbekannt																				
erdwärmepumpe stromverbrauch jahr	EUR	50	0%	0%	Mittel	60	"0,27"	"1,28"																	
erdwärmepumpe stromverbrauch pro jahr	EUR	5000	0%	0%	Hoch	68	"0,33"	"1,65"																	
erdwärmepumpe verbrauch	EUR	5000	0%	0%	Mittel	57	"0,39"	"1,79"																	
erdwärmepumpe verbrauch strom	EUR	50	-100%	0%	Unbekannt																				
erdwärmepumpe verbrauchskosten	EUR	50	0%	0%	Hoch	67																			
erdwärmepumpe vs gasheizung	EUR	50	0%	-100%	Unbekannt																				
erdwärmepumpe warmwasser	EUR	50	0%	0%	Hoch	75	"0,63"	"3,15"																	
erdwärmepumpe zuschuss	EUR	50	0%	0%	Hoch	86	"1,50"	"5,87"																	
erdwärmepumpen stromverbrauch	EUR	50000	-90%	0%	Hoch	69	"0,35"	"1,47"																	
erdwärmepumpenheizung altbau	EUR	0	0%	0%	Unbekannt																				
erfahrung luftwärmepumpe altbau	EUR	50	0%	-100%	Unbekannt																				
erfahrung mit wärmepumpe im altbau	EUR	50	0%	0%	Hoch	77	"0,86"	"2,34"																	
erfahrungen mit wärmepumpe im altbau	EUR	50	0%	0%	Hoch	77	"0,86"	"2,34"																	
ersetzt eine wärmepumpe die gasheizung	EUR	50	0%	0%	Hoch	86																			
erweiterung gasheizung mit wärmepumpe	EUR	50	0%	0%	Hoch	93	"0,86"	"3,50"																	
ewe strom für wärmepumpe	EUR	50	0%	0%	Mittel	57																			
flächen erdwärmeheizung kosten	EUR	50	0%	-100%	Unbekannt																				
flächenkollektor erdwärme kosten	EUR	50	-100%	0%	Unbekannt																				
flächenkollektor kosten	EUR	50	0%	0%	Niedrig	7																			
flächenkollektoren erdwärme kosten	EUR	50	0%	0%	Mittel	50	"0,73"	"2,83"																	
flächenkollektoren kosten	EUR	50	0%	0%	Mittel	38																			
forum wärmepumpe altbau	EUR	50	0%	0%	Mittel	65	"1,00"	"3,02"																	
fraunhofer wärmepumpe altbau pdf	EUR	50	0%	0%	Mittel	35	"0,82"	"2,22"																	
fundament wärmepumpe kosten	EUR	50	0%	0%	Mittel	60	"0,44"	"1,84"																	
funktioniert eine wärmepumpe im altbau	EUR	50	0%	0%	Hoch	82	"0,76"	"2,64"																	
funktioniert wärmepumpe ohne fußbodenheizung	EUR	50	0%	0%	Hoch	68	"0,66"	"1,67"																	
funktioniert wärmepumpe ohne strom	EUR	50	0%	0%	Niedrig	29																			
fußbodenheizung erdwärme kosten	EUR	50	0%	0%	Hoch	69	"1,02"	"8,99"																	
fußbodenheizung gas oder wärmepumpe	EUR	50	0%	0%	Hoch	78	"1,01"	"3,08"																	
fußbodenheizung gasheizung	EUR	500	0%	0%	Mittel	52	"0,62"	"3,75"																	
fußbodenheizung mit gasheizung	EUR	500	0%	0%	Mittel	52	"0,62"	"3,75"																	
fußbodenheizung mit kühlfunktion kosten	EUR	50	-100%	0%	Unbekannt																				
fußbodenheizung vorlauftemperatur altbau	EUR	50	0%	0%	Niedrig	29																			
fußbodenheizung wärmepumpe stromverbrauch	EUR	50	0%	0%	Hoch	85	"0,46"	"1,45"																	
förderantrag wärmepumpe 2022	EUR	50	0%	0%	Unbekannt																				
förderantrag wärmepumpenheizung	EUR	50	0%	∞	Mittel	49	"1,07"	"4,45"																	
förderfähige gas hybridheizung	EUR	50	0%	0%	Hoch	100	"1,03"	"2,48"																	
förderfähige kosten bafa wärmepumpe	EUR	50	-100%	-100%	Unbekannt																				
förderfähige kosten wärmepumpe bafa	EUR	50	∞	0%	Niedrig	29																			
förderfähige wärmepumpen bafa	EUR	500	0%	0%	Niedrig	3																			
